Description,DamageType,DamageDice,MonsterId,ActionId
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,310,31
Ranged Weapon Attack: +4 to hit range 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage.,Piercing,1d8+2,310,47
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.,Piercing,1d10+3,311,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) slashing damage.,Slashing,1d8+3,311,7
The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).,,,312,1
Melee or Ranged Weapon Attack: +4 to hit reach 5 ft. or range 20/60 ft. one creature. Hit: 5 (1d6 + 2) piercing damage or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.,,,312,89
The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).,,,313,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.,Piercing,1d8+2,313,6
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 7 (2d4 + 2) slashing damage.,Slashing,2d4+2,313,38
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.,Piercing,1d8+2,314,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.,Piercing,1d10+2,315,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.,Cold,1d4,315,6
The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw taking 22 (5d8) cold damage on a failed save or half as much damage on a successful one.,Cold,5d8,315,14
The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.,,,316,1
"Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.
A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.",Necrotic,1d6+2,316,136
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) slashing damage or 7 (1d10 + 2) slashing damage if used with two hands.,,,316,28
Ranged Weapon Attack: +4 to hit range 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage.,Piercing,1d8+2,316,47
Melee Spell Attack: +4 to hit reach 5 ft. one creature. Hit: 9 (2d8) lightning damage.,Lightning,2d8,317,155
The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life or until its concentration ends (as if concentrating on a spell).,,,317,70
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature it must succeed on a DC 14 Strength saving throw or be knocked prone.,Piercing,2d6+4,318,6
The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw taking 18 (4d8) cold damage on a failed save or half as much damage on a successful one.,Cold,4d8,318,14
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature it must succeed on a DC 11 Strength saving throw or be knocked prone.,Piercing,2d4+2,319,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature it must succeed on a DC 13 Strength saving throw or be knocked prone.,Piercing,2d6+3,320,6
Melee Weapon Attack: +6 to hit reach 5 ft. one creature. Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.,Necrotic,4d8+3,321,136
The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.,,,321,156
The wyvern makes two attacks: one with its bite and one with its stinger. While flying it can use its claws in place of one other attack.,,,322,1
Melee Weapon Attack: +7 to hit reach 10 ft. one creature. Hit: 11 (2d6 + 4) piercing damage.,Piercing,2d6+4,322,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,322,38
The xorn makes three claw attacks and one bite attack.,,,323,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (3d6 + 3) piercing damage.,Piercing,3d6+3,323,6
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,323,7
The dragon makes three attacks: one with its bite and two with its claws.,,,324,1
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage.,Piercing,2d10+4,324,6
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage.,Acid,1d8,324,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,324,7
The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw taking 49 (11d8) acid damage on a failed save or half as much damage on a successful one.,Acid,11d8,324,9
The dragon makes three attacks: one with its bite and two with its claws.,,,325,1
Melee Weapon Attack: +9 to hit reach 10 ft. one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage.,Piercing,2d10+5,325,6
Melee Weapon Attack: +9 to hit reach 10 ft. one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage.,Lightning,1d10,325,6
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 12 (2d6 + 5) slashing damage.,Slashing,2d6+5,325,7
The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw taking 55 (10d10) lightning damage on a failed save or half as much damage on a successful one.,Lightning,10d10,325,10
The dragon makes three attacks: one with its bite and two with its claws.,,,326,1
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) piercing damage.,Piercing,2d10+4,326,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,326,7
"The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw taking 42 (12d6) fire damage on a failed save or half as much damage on a successful one.
Sleep Breath. The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.",,,326,11
The dragon makes three attacks: one with its bite and two with its claws.,,,327,1
Melee Weapon Attack: +8 to hit reach 10 ft. one target. Hit: 16 (2d10 + 5) piercing damage.,Piercing,2d10+5,327,6
Melee Weapon Attack: +8 to hit reach 5 ft. one target. Hit: 12 (2d6 + 5) slashing damage.,Slashing,2d6+5,327,7
"The dragon uses one of the following breath weapons.
Lightning Breath. The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw taking 55 (10d10) lightning damage on a failed save or half as much damage on a successful one.
Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save the creature is pushed 40 feet away from the dragon.",,,327,11
The dragon makes three attacks: one with its bite and two with its claws.,,,328,1
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) piercing damage.,Piercing,2d10+4,328,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,328,7
"The dragon uses one of the following breath weapons.
Acid Breath. The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw taking 40 (9d8) acid damage on a failed save or half as much damage on a successful one.
Slowing Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save the creature can't use reactions its speed is halved and it can't make more than one attack on its turn. In addition the creature can use either an action or a bonus action on its turn but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns ending the effect on itself with a successful save.",,,328,11
The dragon makes three attacks: one with its bite and two with its claws.,,,329,1
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 17 (2d10 + 6) piercing damage.,Piercing,2d10+6,329,6
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 13 (2d6 + 6) slashing damage.,Slashing,2d6+6,329,7
"The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw taking 55 (10d10) fire damage on a failed save or half as much damage on a successful one.
Weakening Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Strength saving throw or have disadvantage on Strength-based attack rolls Strength checks and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.",,,329,11
The dragon makes three attacks: one with its bite and two with its claws.,,,330,1
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage.,Piercing,2d10+4,330,6
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage.,Poison,2d6,330,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,330,7
The dragon exhales poisonous gas in a 30-foot cone. Each creature in that area must make a DC 14 Constitution saving throw taking 42 (12d6) poison damage on a failed save or half as much damage on a successful one.,Poison,12d6,330,12
The dragon makes three attacks: one with its bite and two with its claws.,,,331,1
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 17 (2d10 + 6) piercing damage plus 3 (1d6) fire damage.,Piercing,2d10+6,331,6
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 17 (2d10 + 6) piercing damage plus 3 (1d6) fire damage.,Fire,1d6,331,6
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 13 (2d6 + 6) slashing damage.,Slashing,2d6+6,331,7
The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw taking 56 (16d6) fire damage on a failed save or half as much damage on a successful one.,Fire,16d6,331,13
The dragon makes three attacks: one with its bite and two with its claws.,,,332,1
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 17 (2d10 + 6) piercing damage.,Piercing,2d10+6,332,6
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 13 (2d6 + 6) slashing damage.,Slashing,2d6+6,332,7
